smokes,weight,gave_consent,ssn
no,70.12896485831007,True,291-22-8385
no,60.66190854458587,True,453-16-1458
no,78.82621051273759,True,806-25-6067
no,65.07464523644519,True,302-54-9101
no,84.48472115303942,True,150-58-0876
yes,76.79870415733247,True,192-49-1116
no,52.82471359741802,True,305-35-0727
yes,58.28701280177197,True,773-87-2693
no,75.10773365120232,True,709-66-7762
no,83.14294069225947,True,843-18-9877
no,55.25052667261219,True,745-37-4742
no,86.30134234698762,True,202-15-0700
no,84.9313386496415,True,385-97-9907
yes,76.6490075670838,True,734-76-3198
no,89.14785252697126,True,654-99-1068
yes,84.5744614561256,True,153-50-0442
no,64.38790195806504,True,536-92-3471
no,61.79383569647316,True,323-53-1629
no,79.61713440866124,True,607-38-4469
no,76.70061789675653,False,339-10-0115
no,58.64091792893323,True,611-60-4511
no,77.93632399877774,True,895-05-5415
no,63.87085990034789,True,334-58-6228
no,56.610198870744625,True,657-27-6180
no,92.81986209281813,True,751-61-0650
no,78.88203553086917,True,849-57-1109
no,62.384217636968046,True,299-99-4569
yes,81.57315093070395,True,726-96-0582
yes,86.02538175300496,True,634-79-0359
yes,78.26744206056793,True,830-94-0575
no,58.53971841667521,True,423-51-0024
no,81.76526949209733,True,489-15-4659
no,59.537702255654494,True,113-67-0204
no,84.29035856036373,True,700-62-3526
no,84.64040781970206,True,828-63-4262
yes,79.78588130776048,True,269-78-6015
no,79.8231937414437,True,786-89-7038
no,82.34220661860728,True,031-64-2280
no,73.31532344211568,True,020-59-0486
no,59.419273012474356,True,539-73-7748
yes,79.13785596484726,True,491-17-3723
no,63.144626693493876,True,166-40-8129
no,53.87033404392359,True,026-29-8111
no,76.82479682587359,True,030-13-9024
no,84.98953099002412,True,038-29-4384
no,86.32410744003877,True,783-43-0672
yes,59.25601992851964,True,454-45-8047
no,88.86063978327462,True,364-64-6704
yes,55.28219274351699,True,542-04-6988
yes,79.00206613733023,True,610-76-1804
yes,63.547354645889726,True,625-91-0087
no,60.96981729008631,True,174-47-6651
no,82.09403802182953,True,626-29-4759
no,78.68051530328052,True,861-07-1217
yes,58.770757244832325,True,245-26-2077
no,80.59817883783347,True,740-79-8999
no,57.36960773463621,True,725-97-4295
yes,63.42283677437076,True,433-19-1446
no,58.55011256233829,True,530-45-6458
yes,85.92896372491124,True,094-66-6377
yes,89.55696327885333,True,139-78-5884
no,58.34496557736475,True,088-22-8399
no,73.11178652819805,True,289-79-4688
no,82.78283760903945,True,447-59-8436
no,61.15312041387191,True,301-51-3870
yes,76.05442729508574,True,673-04-8504
no,59.232242465056494,False,759-10-0208
yes,75.23125604365231,True,135-93-5043
no,61.35006443957095,True,550-06-5655
no,57.18266054285921,True,526-45-1234
no,59.087294154923896,True,660-98-8001
no,58.97404280354775,True,559-21-1065
no,52.91925551782645,True,612-76-6535
no,78.59663516677321,True,045-38-5894
no,73.39096787564064,True,198-32-6494
no,79.38978885870436,False,749-18-4507
no,70.87569617164732,True,677-12-6540
no,80.76053672148441,True,410-37-6695
no,80.5404684059494,True,854-12-6763
no,59.45219144513406,True,712-49-0356
no,84.14461312289981,True,368-36-9272
yes,78.7434021141733,True,809-20-5290
no,77.68502342853064,True,606-45-1456
no,57.025281914858596,True,111-01-4095
no,81.77628071145715,True,586-08-6402
no,89.58581046329047,True,802-23-8025
no,55.99710247087757,True,287-16-0575
no,79.8136677837577,True,898-39-9180
yes,57.028813487692474,True,045-94-8790
yes,83.60422766970719,True,413-30-5733
no,74.56716497062492,True,841-65-6821
no,61.711506349493646,True,326-31-7192
no,80.58982069968081,True,055-87-8697
no,79.33817012854371,True,579-33-5639
yes,59.324074777111655,True,118-54-3629
no,61.03005457765385,True,557-75-0833
no,59.05466820227973,True,565-89-0176
no,58.689520980162,True,698-98-6247
no,81.4005239130688,True,125-61-6187
no,63.37531157110373,True,734-16-6161
no,81.68896508399865,True,568-44-5096
no,85.13663966430286,True,262-40-6016
no,59.714892413849796,True,854-26-8567
no,62.001443411328765,True,073-79-4676
no,80.72519902399898,True,372-74-7258
no,75.33479356407834,True,203-99-0991
no,60.36915324270818,True,453-78-5852
yes,54.20950965163636,True,040-51-3637
no,58.20935618813437,True,378-82-1924
no,58.041165028390026,True,630-56-3594
yes,65.3723135320573,True,627-20-8052
yes,82.99390728179856,True,578-19-8516
no,59.40024949612813,True,117-45-8960
no,58.84726647523706,True,139-52-5641
yes,81.31453382007261,True,114-11-4776
no,87.66936587428171,True,679-65-8699
no,55.713295823329396,True,487-08-1253
no,92.21847292687355,True,870-34-7583
no,63.16007072751369,True,040-41-3229
yes,62.01971714105399,True,232-04-4803
no,55.6114132663406,True,683-11-4842
no,85.6945741478874,True,392-34-4399
no,62.182411031387225,True,614-65-0210
no,86.56948811073293,True,159-19-8434
no,58.92507452076699,False,686-24-1890
no,58.96212616033486,True,068-05-9848
yes,77.6292839576505,True,002-61-3596
yes,81.08103672132981,True,605-39-3959
no,62.779622069173044,False,789-19-4021
yes,80.52014851507194,True,235-92-8827
no,81.42581163769381,True,070-76-8542
no,73.5425149495035,True,509-25-6056
no,59.000622373492746,True,564-35-2600
no,58.74124328962268,True,476-46-6697
no,78.9793956287395,True,019-38-4888
yes,80.4882883770493,True,596-88-0200
yes,64.3186355115474,True,232-90-2136
yes,75.9511527637219,True,179-42-0140
no,80.88125459925271,True,419-80-6908
no,82.10504249077515,True,570-55-8351
no,77.06493275101107,True,067-81-6615
yes,76.6110481200989,True,024-43-5055
no,65.07394439946432,True,382-27-3996
no,81.94222601493645,True,107-19-7755
no,84.50342547469339,True,184-98-3245
no,83.7216150296731,True,676-42-7961
no,61.65217999118275,True,213-88-0081
no,58.22906816817427,True,337-04-2971
yes,62.45079897725041,True,652-46-0441
no,74.86395376587798,True,542-87-3332
yes,82.58131718135694,True,242-87-1078
yes,82.79022298469827,True,654-13-3948
yes,59.66631943956685,True,228-30-2317
no,58.563475109242695,True,432-80-2482
no,56.018204489627095,True,171-19-7525
yes,64.76452597402199,True,540-43-0400
no,72.70536424882955,True,682-72-7829
no,80.36257196383434,True,243-86-0758
no,60.97071390511768,True,321-61-0858
no,57.418387710338905,True,093-27-5226
no,63.297781930189835,True,084-23-9846
no,60.369232836642205,True,015-03-6774
no,61.19579401810451,True,716-65-3469
no,82.44945633383962,True,491-10-0422
no,86.60558567199297,True,276-09-7297
yes,75.75782869253524,True,008-07-3146
no,80.50656543398232,True,374-80-6902
no,78.59224302177351,True,261-21-6685
no,78.11634912851757,True,323-34-2154
no,77.41602377591123,True,856-18-5785
yes,72.96959765460811,True,829-62-2207
no,60.7666438110044,True,406-49-6340
no,61.51016265741202,True,324-46-4858
yes,61.15338863575915,True,590-27-1465
no,84.4011659078234,True,058-98-6531
no,66.52668657970246,True,819-86-0470
no,76.307247361317,False,240-08-2462
no,73.49565698116415,True,099-86-9339
no,77.88773897345763,True,257-94-2300
no,64.34076496112776,True,692-91-0794
no,78.81794258984843,True,199-19-6504
no,78.43943777916567,True,008-05-2307
no,62.71906638291456,True,388-51-7376
no,58.79732251681982,True,819-24-2446
no,72.97737476979442,True,521-07-9188
no,58.17106862501743,True,808-54-5654
yes,77.02726118115577,True,501-33-7631
no,80.70472938659337,True,805-21-2871
no,80.93789041468594,True,747-09-7190
yes,87.17932944339579,True,336-33-5554
no,80.5101828081011,True,452-83-1743
no,66.32960793633742,True,701-44-7505
no,56.05626525966036,True,082-03-0036
yes,75.59358936381128,True,895-38-5464
no,60.242490454481825,True,595-36-4495
yes,58.49010227140952,True,830-99-1854
no,72.2798576956924,True,498-16-5731
yes,75.26823830299838,True,204-02-7576
no,60.048158919868115,True,068-89-0215
yes,85.73524448000927,True,768-75-8165
no,81.44019183055514,True,334-37-6787
no,82.04760243125277,True,294-02-3978
no,81.40732453508535,True,171-90-3388
no,57.71724264701437,True,825-56-1457
yes,63.91011000296779,True,319-92-5852
no,55.20689075134324,True,522-04-1473
yes,62.599734140216746,True,507-89-0745
no,59.08243176504967,True,304-03-9210
no,66.6215208379301,True,097-88-6253
no,82.75687951450284,True,072-18-7863
no,79.24695244607416,True,298-72-8350
no,60.42637118889297,True,895-45-8252
no,61.21319405836677,True,487-48-5687
no,60.469799474494245,True,580-36-7925
no,62.15366892157107,True,826-18-6428
no,81.73571260537801,True,160-39-1532
no,63.05807612118584,False,822-83-6391
no,77.46301723531485,True,490-63-4075
no,59.46589194542609,True,745-76-7908
no,59.27429441983449,True,678-22-7449
yes,61.706873863584875,True,644-36-7706
yes,82.20337798081671,True,775-35-7185
no,88.1886747164841,True,850-64-5327
no,59.97984012185995,True,163-66-0847
yes,73.39792875921883,True,200-35-0524
yes,57.12853426035258,True,250-30-6492
no,57.183950820921595,True,040-23-8816
no,77.81711499334664,True,843-48-0598
no,85.18174845227081,True,583-94-5628
no,87.2319535991645,True,892-34-8176
no,89.16606289213885,True,371-55-1266
yes,61.1221563805737,True,780-80-1759
no,77.15617237448794,True,723-38-7250
yes,85.81461497288934,True,566-47-2394
no,81.02980982388412,True,485-59-1895
no,78.19256955198048,True,673-01-3868
no,57.13466581371003,True,013-08-0578
no,66.84875108301544,True,728-15-3484
no,82.79615088856433,True,673-49-9104
no,82.62186289367301,True,522-70-2072
yes,77.99225158383385,True,162-46-4314
no,57.98187340938359,True,710-28-3864
no,60.77345954317552,True,523-96-9483
yes,58.49052260594601,True,117-95-8539
no,77.54227357933311,True,192-66-2168
no,59.658393282375094,True,742-78-0347
yes,82.46868079475196,True,207-62-0460
no,75.17318994511835,True,135-96-6013
yes,61.831758195500036,True,761-99-9947
no,65.34187440433854,True,695-08-6610
no,71.99874748110759,True,582-93-8059
no,55.53335255447881,True,849-52-7017
no,57.36745068785234,True,105-39-5065
no,83.55829037207087,True,801-39-0462
no,64.36693919630395,True,798-66-0136
no,60.160870514473416,True,339-49-9463
no,77.22613563670174,True,131-14-3947
no,77.1574935405572,True,432-85-2153
no,80.13954290601255,True,602-59-2229
yes,79.97267378126747,True,236-31-1282
no,63.43675239247014,True,104-27-6940
no,80.87065584439947,True,489-74-9943
no,55.5239888573101,True,348-42-3499
yes,80.23063177645598,True,324-62-9879
no,59.71885622585534,True,412-35-8069
no,82.35432479015742,True,172-33-5269
no,60.625564126142805,True,436-15-6219
no,80.24495406293846,True,619-99-0247
no,60.849799749790705,True,017-51-3043
no,58.21703303578245,True,285-75-0074
yes,58.31420203805039,True,292-18-9291
no,80.29244789379385,True,824-56-3508
no,80.55219750340775,True,236-51-0193
no,62.86990629113581,True,414-17-0284
yes,62.55869028234431,True,774-46-8226
yes,81.80024704163252,True,670-34-3571
no,62.36508106851713,True,268-02-8469
no,81.33581426730431,True,850-09-5155
yes,78.30472706038825,True,113-75-7389
no,60.63945090230612,True,055-98-8184
no,79.41692189229954,True,592-69-6137
no,58.023821102320824,True,820-17-5132
no,80.13858704780857,True,543-56-2728
yes,61.58803040261475,True,426-44-1953
no,84.18781918821952,True,018-98-4130
no,62.645749854871696,True,018-77-6628
no,83.30022882206508,True,825-94-7438
yes,62.38776724343913,True,416-38-9154
yes,76.35851255658355,True,871-92-3887
no,55.57113908195697,True,389-67-1062
no,79.34676344458387,True,110-75-3831
no,75.47400322720264,True,673-48-6159
yes,65.23238213802998,True,777-03-2602
no,74.381127537257,True,082-29-6997
no,78.45341116347905,True,499-04-4808
no,61.57342239672495,True,671-61-0078
yes,79.42531236229308,True,589-31-5054
no,63.032717071453476,True,486-84-3834
no,58.216804913424944,True,290-33-6591
no,56.67224136387058,True,659-04-9232
no,58.099915031685974,True,372-95-9270
no,53.57734831885293,True,664-56-3056
no,65.29467734523575,True,813-90-9491
yes,77.38272293212826,False,782-05-9434
yes,84.802301889009,True,807-35-2255
no,88.81825614511928,True,673-78-6804
no,77.13187429512638,True,832-89-7159
no,57.71268432382291,True,198-28-4977
no,57.9068129923524,True,311-52-5537
no,81.25210386984696,True,011-94-1846
no,59.01378869773945,True,521-30-1347
no,85.16150565284086,True,282-55-9194
no,64.1086712860808,True,529-02-2936
no,74.58794954787145,False,401-58-7283
no,80.41017069866304,True,886-35-0628
no,66.04968073837509,True,272-42-4751
yes,75.05523072012613,True,216-63-3118
yes,78.06270042970719,True,716-73-3488
no,58.318957487118034,True,134-57-8705
no,84.77418686044476,True,079-77-9409
no,62.77911481590617,True,574-72-5554
no,60.335705345042314,True,630-45-6072
no,58.18493441420342,True,509-43-4210
no,78.68584671736623,True,218-28-1646
no,59.55916549918934,True,657-42-1897
yes,56.854804450397054,True,186-62-0265
no,61.59401332046199,True,563-71-4578
no,80.71973472388602,True,609-28-1930
no,61.64037763407732,True,146-30-9075
no,83.99454118488772,True,141-33-0172
no,82.33765401729805,True,199-76-2279
no,62.24247481077657,True,432-94-9818
no,60.84694686554126,True,196-95-0601
no,57.633791957418616,True,435-85-4348
no,55.63725909611975,True,892-80-5871
no,65.03339015273895,True,142-22-9359
no,81.1366141048555,True,572-81-7756
no,84.39201052771227,True,367-33-7294
no,59.06832240941314,True,158-60-7799
no,63.54644136766996,True,501-54-3301
no,86.02459989001052,True,300-91-4507
no,90.44615447792683,True,880-45-1570
yes,60.44790886218778,True,662-78-7125
yes,79.47435206439052,True,547-69-4414
no,88.83174976286745,True,580-37-5552
yes,86.16646130186777,True,391-22-5452
yes,86.68499055740574,True,297-25-1914
no,74.49233305396591,True,159-33-6829
yes,80.09547560813982,True,235-98-0295
yes,80.15064198764699,True,490-92-9011
no,83.30070778819653,True,524-54-8923
no,59.97431311885416,True,024-70-3341
no,77.92025208091562,True,500-69-5962
yes,61.62495095041626,True,036-31-6731
yes,72.71736735206355,True,852-82-3404
no,54.16445583697916,True,812-13-0708
no,77.86146769303768,True,394-94-9931
yes,53.08615579400473,True,898-28-0734
yes,65.11211275679817,True,259-67-8082
no,59.4123936580454,True,170-45-1554
yes,75.77685961297604,True,824-68-9415
no,60.553389664458976,True,626-84-9250
no,79.10321511676248,True,294-86-5346
no,57.54419372133136,True,415-50-5612
yes,78.6400305596018,True,026-34-7528
no,58.791827311252995,True,620-26-2715
no,59.73611794475361,True,483-68-3206
yes,56.40076902611911,True,063-25-9703
yes,59.70459861549964,True,417-12-0880
no,55.457824291806276,True,711-37-6055
no,59.60500646065985,True,875-58-3190
yes,56.901239813705075,True,451-78-8055
no,75.74221856762789,True,611-28-5424
no,63.72514177193162,True,709-03-4787
no,52.514393201401184,False,169-33-0351
no,76.57639821041022,True,377-21-7436
no,57.22921653475336,True,663-97-7513
no,64.76751883483782,True,065-75-6236
yes,59.844106116387756,True,505-33-1716
yes,77.09472494452415,True,373-92-5584
no,59.62385704299018,True,662-40-9122
yes,80.8492215416695,True,370-31-9878
no,72.8510158024631,True,364-18-2219
no,60.870407897493486,True,150-76-3853
no,77.61696850598332,True,316-65-4300
no,83.93592296046985,True,580-17-4861
no,78.50431650831827,True,564-78-2917
no,86.04786528288787,True,833-32-5042
no,80.9535238403495,True,747-30-8492
no,62.24758074094156,True,490-80-4227
no,80.24058743061354,True,056-41-3060
no,65.62575596664674,True,786-47-8886
no,56.675399734258654,True,290-88-9878
yes,75.17768305008259,True,476-33-3868
no,87.65829111310407,True,580-56-5967
no,88.3918865168345,True,746-84-6989
yes,57.897696089707516,True,461-59-3907
no,73.93323875359374,True,404-23-0197
no,61.926875707596224,True,184-12-4011
yes,81.88708322139651,True,587-02-5976
no,54.1790818526361,True,098-92-6442
no,59.173100709010114,False,584-75-5690
no,83.3961266341253,True,316-59-5521
no,63.051739682431325,True,639-80-9126
no,57.13879192166514,True,852-16-3422
no,82.26138831005193,True,377-63-0372
yes,85.49776673974864,True,286-83-9590
no,81.28310128889142,True,769-86-1162
no,59.050476667265016,True,369-67-5179
no,85.30898545464032,True,252-36-1518
yes,64.36174993176033,True,160-99-8518
no,80.39873043976043,True,182-63-9302
no,60.57555633135339,True,814-09-8828
no,63.54287759010779,True,518-76-9335
no,76.54337349565328,True,708-51-6845
no,93.0141198722529,True,442-45-9546
no,75.51503289568211,True,733-72-7191
no,83.59021671380586,True,597-90-6332
yes,57.914566244872276,True,096-26-2457
no,77.29076810608811,True,131-17-1666
no,59.68869821448475,True,449-39-1318
no,83.54804373708562,True,183-34-3515
no,58.20021889372667,True,647-52-4653
no,78.76075407872978,True,743-76-8749
no,65.70178129551901,True,088-05-0807
yes,59.97719404386795,True,179-86-9455
yes,78.71052295872411,True,274-13-8487
no,57.57049965560407,True,428-34-4554
no,64.613875099962,True,240-29-4289
no,57.553323126774536,True,378-75-1031
yes,74.83776563941986,True,248-51-6301
no,62.554540886147436,True,308-18-1218
no,63.015798955019626,True,246-10-0780
no,80.35410447332208,True,661-10-2793
no,79.53179331619009,True,575-48-6230
yes,60.65940679771213,True,674-01-5498
no,87.7322860737287,True,181-81-0355
yes,76.91083262903753,True,603-90-4026
no,62.19086759651292,True,797-35-4378
no,84.05669846799242,True,027-12-0434
no,73.85649046724825,True,228-69-4607
no,75.43417246746745,True,684-86-8020
yes,57.0401791500544,True,725-25-8260
no,80.69589220583313,True,201-85-9334
no,84.3851159083575,True,744-68-1887
yes,57.17062659504872,True,119-17-5436
no,58.31167151210927,True,432-43-8525
yes,57.44982405369604,True,430-15-5097
yes,61.35206131773292,False,596-27-6768
no,80.67133816336259,True,490-99-7183
no,78.47276971479569,True,667-64-5009
no,83.17139989957742,True,162-04-7038
no,60.584523602998374,True,471-49-0285
no,55.105472590114005,True,774-91-2263
no,61.994452144124395,True,549-74-2517
yes,72.49622426852889,True,679-66-5032
no,57.41616646104687,True,135-53-3958
no,60.13918495305265,True,026-37-5682
yes,63.93381920170775,True,154-50-3314
no,74.05440195796461,True,130-96-2296
no,59.6241164105492,True,315-66-0806
yes,60.30254634573463,True,880-71-3836
no,86.64850223538377,True,743-12-3804
no,61.87538717314684,True,751-04-8558
no,62.67975028920359,True,510-52-4022
no,65.4480285398536,True,085-10-7091
no,76.51011372031182,True,435-21-9039
yes,76.73899230533038,True,569-86-6462
no,60.24015561682972,True,042-45-8141
no,59.91707819774617,True,149-49-4749
no,77.20190144105332,True,822-61-2039
no,81.08959343967953,True,478-20-8985
no,59.5786012844778,True,836-06-5553
no,88.92709391021538,False,002-62-2397
no,80.25410583126654,True,653-04-2874
no,57.650107344194446,True,175-58-7691
no,63.02416432247902,True,674-81-1417
no,58.78777247448977,True,169-39-6964
no,59.542771503460706,True,673-56-1947
no,80.75167288726684,True,130-78-6836
no,79.99606726311048,True,611-73-5157
no,79.23999478969806,True,484-76-6921
no,64.06756504104966,True,701-67-9283
no,79.2958871428982,True,341-38-7875
no,78.02106378675606,True,193-05-7673
no,82.65604888883608,True,705-18-8995
no,81.35350783020243,True,311-83-7725
yes,58.92399710356358,True,243-17-3661
yes,58.41771880300463,True,479-75-4284
no,66.70531164872754,True,840-76-8844
no,62.70862930420299,True,076-36-9980
no,62.01905344740673,True,839-80-5391
yes,78.6651405946667,True,642-54-1792
no,75.86295000327266,True,179-69-5818
no,59.38080914485545,True,339-67-3439
no,65.56872543049356,True,060-72-6094
no,61.112912369098645,True,163-39-1266
no,78.65525447941235,True,181-96-1764
no,78.15220944699344,True,107-57-4786
no,69.86775771285696,True,395-98-8000
no,83.7677918190466,True,247-59-9956
no,79.56491087464991,True,668-40-6197
yes,77.91229789799507,True,091-97-5147
no,89.93678859136632,True,529-52-8859
no,83.8000488180526,True,443-84-3371
no,57.827341252999396,True,413-45-5476
no,59.52867156223608,True,388-47-5473
no,93.08149061980836,True,291-26-5697
no,62.91182172155299,True,173-40-2566
no,81.29249699283632,True,686-83-1297
no,74.90592142308296,True,804-36-7964
yes,57.822675164729716,True,427-75-4401
no,64.86072170604938,True,819-09-2483
no,84.3395684897086,True,564-64-0632
yes,61.570079335262776,True,836-12-1217
yes,61.67944200801862,True,167-73-7023
no,53.658388221245424,True,063-13-6535
no,77.98758465033664,True,475-94-9080
no,59.13686905578042,True,863-62-1808
no,78.30381102075538,True,070-72-0763
no,63.59364211723767,True,114-64-2058
no,63.741090380024666,True,693-33-7955
no,88.71431039181948,True,394-27-8561
no,60.476997048385925,True,569-35-2164
yes,53.110141445894584,True,681-84-4718
no,75.25284914171296,True,554-71-9312
yes,65.57424632104419,True,258-92-9828
no,62.39696087212609,True,662-89-7462
yes,75.69461015206379,True,695-62-6658
no,93.53840877105216,True,238-74-8903
no,74.75246516841435,True,883-20-2523
yes,62.65857145916366,True,855-10-7875
yes,60.253063523449626,True,867-64-7267
no,60.672519550449394,True,243-23-6143
no,86.57290760147067,True,002-50-3971
no,79.3630268477497,True,349-86-2496
no,76.3738816637812,True,580-53-9528
no,77.8300341041861,True,679-08-9435
no,82.72399885300977,True,593-91-4801
no,59.66368913074127,True,534-48-4957
no,64.43061095220898,True,365-25-5009
no,84.41603965003895,True,477-86-0388
no,86.1014650982858,True,614-19-9711
no,57.69432878116825,True,006-62-1438
no,78.18014257842115,True,623-21-4614
no,83.25489222469653,True,509-25-4120
no,79.37440368177081,True,388-16-9343
no,60.57925059282526,True,540-71-4382
yes,77.35031477704223,True,682-70-1693
no,61.145664081585956,True,262-10-2343
yes,56.316612484489724,True,832-48-3343
no,58.758703584058374,True,851-65-2790
no,56.79754931490012,True,324-48-8999
no,80.85457117965869,True,799-70-2956
yes,85.83270320099479,True,524-35-1601
no,81.10424083897882,True,069-02-2689
no,61.59521768340518,True,432-61-9135
no,82.09146720317075,True,758-91-6435
no,73.33749708807758,True,220-34-7375
no,82.11991884063126,True,737-79-0121
yes,75.12796192588183,True,760-21-2809
no,60.58984527315658,True,565-87-0315
yes,57.914339138760084,True,211-35-5569
yes,82.73555144736052,True,574-86-7642
no,77.52897559906432,True,112-22-2546
no,86.96752358031293,True,252-28-9737
yes,73.37677530883691,True,824-89-1021
yes,60.08485536738039,True,853-72-0682
no,55.93306040956523,True,758-92-1148
yes,61.14540006512739,True,815-21-2977
no,64.97017678885597,True,416-25-9894
no,57.76069346545285,True,887-45-4791
no,75.75642173486169,True,877-47-2891
no,59.33851503740381,True,446-17-0882
yes,82.27335386495206,True,545-46-3874
no,61.48935101009778,True,188-26-6508
no,75.79583117057601,True,561-88-9217
no,64.83651202231805,True,380-26-9062
no,87.30721052971758,True,670-78-5652
yes,79.4663027226396,True,446-69-2812
no,75.87622138162145,True,895-28-6035
no,81.32078421205406,True,816-86-4282
no,59.925787951317055,True,044-37-0291
no,59.80759501507539,True,707-79-8210
no,60.8399450963996,True,419-93-3108
yes,83.65456717051198,True,260-05-1479
no,59.46029435806211,True,453-39-7085
no,55.248026469960806,True,654-69-4160
no,63.3280322632285,True,439-17-7147
no,80.89310537843191,True,748-75-8428
no,58.297323012793505,True,411-61-6106
no,59.578956615738406,True,877-33-0625
no,75.28668318812352,True,113-48-1904
no,65.83369874415217,True,040-24-6035
no,66.03814715034633,True,763-58-2373
no,57.01319380081236,True,005-85-3253
yes,60.71563541874123,True,698-93-3755
no,56.18601786205043,True,153-44-7433
no,77.15027698997565,True,221-38-1156
no,60.228927614542826,True,468-76-8517
no,58.15150886177428,True,876-97-1983
no,68.97641065354244,True,533-68-6094
no,63.682407063955566,True,871-88-7364
no,55.534242738108034,True,341-86-8440
yes,57.1022034799531,True,525-05-9232
yes,62.68574666955004,True,598-64-9583
no,59.88841376157173,True,682-24-8557
no,87.2541171395527,True,478-50-9106
yes,59.69011816830395,True,561-95-0104
no,57.76579550530987,True,214-30-0771
no,62.31791837316064,True,603-24-4348
yes,56.0173922276004,True,255-69-5679
yes,79.95580556148516,True,825-27-8556
yes,58.116263458958926,True,544-70-3817
no,59.927858151557366,True,338-83-4490
no,86.89539184665739,True,062-80-0794
no,76.0525092026774,True,136-88-9650
no,83.74106528850531,True,281-49-7598
no,61.43762971739585,True,149-22-4208
yes,83.35067436229643,True,423-85-9237
yes,58.56527628389255,True,145-29-7600
no,58.533336702925865,True,593-44-4008
no,77.06990653237614,True,351-64-3353
yes,55.21610285548587,True,230-74-8416
no,77.84215161727664,True,417-23-7531
no,63.64534104500353,True,457-13-6434
no,79.27538758965827,True,469-60-3471
no,78.7071214596372,True,719-87-9475
no,81.65592652747539,True,047-98-9197
no,62.38497077055531,True,466-05-0206
no,60.14353255209736,True,106-37-1152
no,78.9554080676098,True,033-39-2574
no,62.43596491289269,True,446-47-8926
no,66.3100018364461,True,603-29-5875
yes,80.46497675489192,True,455-13-2806
yes,77.76823830111607,True,040-29-6430
yes,62.82050603333465,True,151-87-5780
yes,86.1303023978505,True,168-03-3834
no,62.98812079099242,True,616-65-7967
no,59.9143272642901,True,221-68-8307
no,59.99122596207438,True,449-51-5791
no,58.71138201491101,True,563-83-2063
no,56.92713393186628,True,473-89-2453
no,61.70552340670112,True,028-64-6759
no,74.73293193396486,True,601-52-7184
yes,78.23091770529872,True,117-06-8048
no,77.0143826407102,True,131-02-0316
yes,86.14848578070288,True,252-17-1014
yes,65.16084464175233,True,186-94-4163
no,54.3428605566931,True,411-81-5639
no,77.30467522764846,True,406-06-8670
yes,81.95695987821858,True,654-90-4064
no,61.172155323611115,True,115-65-2085
no,61.3929910932567,True,037-70-9361
yes,82.01536089405546,True,126-68-4004
yes,59.55886339494097,True,519-71-1227
no,81.7845788086049,True,271-81-4898
yes,83.27401559320616,True,643-60-7749
no,56.35721837672835,True,818-07-6135
yes,61.47230187133966,True,720-71-9203
no,59.067101390431446,True,894-59-4227
no,60.45475316674929,True,863-16-8333
yes,60.683311040587355,True,487-63-6989
no,59.708085777239596,True,249-47-4465
no,59.92795737264609,True,855-64-7991
no,82.0856504963739,True,169-70-9691
no,63.53062350092704,True,008-88-7962
yes,87.14048704556168,True,129-84-0513
no,84.23133948312328,True,577-74-5975
no,58.15926813707719,True,414-55-7075
no,62.46023755870155,True,171-01-6501
yes,60.573619750088305,True,743-70-7889
yes,61.03622869345447,True,582-31-6267
yes,64.37989681691747,True,471-24-2049
yes,57.954618424327954,True,887-56-0906
no,60.55214719717431,True,269-65-6275
no,82.503516969031,True,598-50-5639
no,58.02844464556499,True,667-37-1963
yes,57.74182620929237,True,687-36-1031
yes,52.39477246235893,True,244-72-7217
yes,59.06833570121382,True,378-15-3905
yes,59.13431729166121,True,569-59-3609
yes,78.91267248666378,True,186-41-0024
no,81.15572507480245,True,503-35-7389
no,77.22662737614874,True,225-04-1571
no,62.52241046892474,True,360-19-7841
no,69.31049660680628,True,011-71-9210
no,82.54943655894023,True,530-40-3276
no,57.8300593921261,True,329-93-0369
yes,82.14666969244152,True,227-50-2330
yes,61.56004149935351,True,340-85-7196
no,72.5531990964973,True,042-10-6988
no,60.129305862493474,True,891-85-5280
yes,91.24689050288727,True,786-99-5725
yes,74.59943382628386,True,243-28-7085
yes,75.37972062523099,True,339-93-4998
no,75.8124491436665,True,811-29-9132
no,59.410578887539124,True,448-56-3219
no,60.32047046590576,True,697-64-2401
no,82.4301379638603,True,350-57-3099
no,61.95179414147181,True,815-21-6633
no,80.22802945723717,True,898-46-8384
no,57.62102933095204,True,303-17-3652
yes,95.99088907596611,True,096-02-9470
no,62.26743396440018,True,044-73-9182
no,85.57660935719389,True,727-49-5522
yes,66.98482800247265,True,724-55-8445
no,60.9581167524422,True,653-97-2262
yes,62.087969546066084,True,698-89-6332
no,73.82417028859106,True,470-41-8915
no,64.30042918532953,True,226-42-3605
no,83.66422912415686,True,634-38-8414
yes,57.59384825625409,True,738-10-5213
yes,75.0955204803051,True,494-73-1456
yes,64.6920322480246,True,564-28-3189
no,82.3491004005937,True,257-84-2948
no,70.41285246115962,True,579-86-5928
yes,56.03376736560938,True,731-88-5649
yes,77.33919540008273,True,235-43-3938
no,66.82690844154942,True,324-80-7859
no,84.51079928492511,True,126-29-1852
no,60.81615348431508,True,267-27-4199
yes,82.2470547478525,True,425-80-4347
no,59.63839426820228,True,171-22-8474
no,76.40231884571905,True,385-74-2136
no,58.00755706955271,True,302-51-3432
